�Ͻ�,��ձ��,�������,�ְ����,�ϰ�����(mm),�ִ� ǳ��(m/s),��� ǳ��(m/s),�ּ� ������(%),��� ������(%),��� �������(hPa),��� �ظ���(hPa),�հ� �����ð�(hr),�հ� �ϻ緮(MJ/m2),��� ���(1/10),��� ����µ�,1���� ��� ��ü��,2���� ��� ��ü��,3���� ��� ��ü��,��� ��ü��
2019-07-24,26.5 ,25.2 ,27.2 ,1.0 ,3.4 ,1.6 ,75.0 ,82.3 ,994.5 ,1004.1 ,0.0 ,3.2 ,9.6 ,26.5 ,4675 ,4437 ,3667 ,4418 
2019-07-25,26.3 ,25.6 ,27.4 ,9.7 ,3.4 ,1.2 ,79.0 ,90.1 ,994.6 ,1004.3 ,0.0 ,3.5 ,9.9 ,26.6 ,4418 ,4675 ,4437 ,3046 
2019-07-26,25.1 ,23.7 ,25.9 ,60.0 ,4.5 ,1.7 ,91.0 ,95.3 ,993.9 ,1003.6 ,0.0 ,2.4 ,9.9 ,25.4 ,3046 ,4418 ,4675 ,4017 
2019-07-27,28.4 ,24.9 ,33.4 ,0.6 ,3.9 ,1.3 ,48.0 ,76.6 ,995.7 ,1005.3 ,4.7 ,15.3 ,7.6 ,29.6 ,4017 ,3046 ,4418 ,3552 
2019-07-28,26.1 ,25.0 ,28.2 ,25.6 ,4.8 ,2.2 ,77.0 ,88.3 ,998.2 ,1007.9 ,0.0 ,2.9 ,9.8 ,26.4 ,3552 ,4017 ,3046 ,4158 
2019-07-29,27.5 ,25.6 ,30.0 ,0.5 ,5.0 ,2.6 ,63.0 ,74.5 ,999.2 ,1008.8 ,2.6 ,9.4 ,8.0 ,27.5 ,4158 ,3552 ,4017 ,3500 
2019-07-30,28.1 ,26.3 ,30.8 ,1.2 ,5.9 ,3.4 ,64.0 ,75.3 ,997.1 ,1006.7 ,1.6 ,8.3 ,8.8 ,27.2 ,3500 ,4158 ,3552 ,3068 
2019-07-31,25.8 ,24.0 ,27.5 ,62.3 ,5.3 ,2.2 ,79.0 ,91.1 ,999.3 ,1009.0 ,0.0 ,3.0 ,9.8 ,25.7 ,3068 ,3500 ,4158 ,3431 
2019-08-01,26.3 ,23.5 ,30.1 ,26.9 ,4.6 ,1.7 ,66.0 ,86.4 ,1002.0 ,1011.7 ,4.9 ,13.6 ,7.8 ,26.7 ,3431 ,3068 ,3500 ,2904 
2019-08-02,28.4 ,24.7 ,33.1 ,0.0 ,3.0 ,1.2 ,48.0 ,74.6 ,1001.8 ,1011.5 ,8.3 ,15.7 ,3.5 ,28.8 ,2904 ,3431 ,3068 ,2534 
2019-08-03,29.4 ,25.6 ,36.0 ,3.0 ,4.5 ,1.3 ,39.0 ,69.0 ,1001.0 ,1010.6 ,10.6 ,21.0 ,3.6 ,30.5 ,2534 ,2904 ,3431 ,2482 
2019-08-04,28.3 ,25.0 ,34.4 ,8.6 ,3.3 ,1.2 ,48.0 ,75.9 ,1000.9 ,1010.6 ,8.6 ,17.5 ,5.8 ,29.6 ,2482 ,2534 ,2904 ,2281 
2019-08-05,30.5 ,25.6 ,35.9 ,0.0 ,3.2 ,1.1 ,38.0 ,65.5 ,999.7 ,1009.2 ,11.2 ,20.7 ,2.5 ,30.5 ,2281 ,2482 ,2534 ,2378 
2019-08-06,31.6 ,27.9 ,36.8 ,0.0 ,2.8 ,1.5 ,31.0 ,51.4 ,996.9 ,1006.4 ,9.9 ,22.9 ,6.8 ,31.7 ,2378 ,2281 ,2482 ,2290 
2019-08-07,26.9 ,23.9 ,30.3 ,8.0 ,2.8 ,1.2 ,51.0 ,78.1 ,995.6 ,1005.2 ,1.9 ,6.9 ,8.0 ,27.5 ,2290 ,2378 ,2281 ,2028 
2019-08-08,28.9 ,25.9 ,32.7 ,0.0 ,3.6 ,1.6 ,52.0 ,71.4 ,998.3 ,1007.9 ,7.5 ,15.9 ,6.6 ,29.7 ,2028 ,2290 ,2378 ,1958 
2019-08-09,29.8 ,26.0 ,34.6 ,0.0 ,4.1 ,1.3 ,46.0 ,69.0 ,997.7 ,1007.2 ,10.8 ,19.4 ,4.9 ,30.3 ,1958 ,2028 ,2290 ,2024 
2019-08-10,31.5 ,26.6 ,36.5 ,0.0 ,3.4 ,1.5 ,40.0 ,57.9 ,996.0 ,1005.5 ,11.6 ,22.7 ,5.1 ,33.1 ,2024 ,1958 ,2028 ,2283 
2019-08-11,30.4 ,26.3 ,35.7 ,6.7 ,4.1 ,2.5 ,34.0 ,53.6 ,992.2 ,1001.7 ,9.8 ,21.5 ,6.8 ,33.2 ,2283 ,2024 ,1958 ,2350 
2019-08-12,26.6 ,24.8 ,28.5 ,56.2 ,2.3 ,1.3 ,79.0 ,91.8 ,990.7 ,1000.3 ,0.3 ,4.8 ,8.9 ,26.8 ,2350 ,2283 ,2024 ,2115 
2019-08-13,29.2 ,25.1 ,35.3 ,6.4 ,4.7 ,1.5 ,43.0 ,76.9 ,992.7 ,1002.3 ,7.3 ,16.9 ,7.4 ,30.7 ,2115 ,2350 ,2283 ,2012 
2019-08-14,30.4 ,25.9 ,35.7 ,0.0 ,3.1 ,1.5 ,42.0 ,63.9 ,990.2 ,999.7 ,9.2 ,21.0 ,4.0 ,30.5 ,2012 ,2115 ,2350 ,2646 
2019-08-15,25.9 ,23.9 ,28.6 ,16.2 ,2.7 ,1.3 ,61.0 ,82.0 ,983.8 ,993.3 ,0.1 ,5.5 ,9.1 ,27.0 ,2646 ,2012 ,2115 ,2073 
2019-08-16,25.9 ,23.0 ,29.5 ,0.1 ,5.0 ,2.2 ,59.0 ,74.5 ,985.6 ,995.1 ,7.5 ,14.1 ,6.3 ,27.3 ,2073 ,2646 ,2012 ,1596 
2019-08-17,25.9 ,23.4 ,28.8 ,0.0 ,4.6 ,2.5 ,45.0 ,69.5 ,991.5 ,1001.1 ,8.1 ,13.3 ,5.0 ,26.9 ,1596 ,2073 ,2646 ,2183 
2019-08-18,25.6 ,22.6 ,30.7 ,0.0 ,3.2 ,1.7 ,37.0 ,66.5 ,996.9 ,1006.5 ,10.7 ,18.6 ,4.5 ,28.1 ,2183 ,1596 ,2073 ,1935 
2019-08-19,26.3 ,21.2 ,31.3 ,0.0 ,2.7 ,1.1 ,35.0 ,60.6 ,999.7 ,1009.5 ,11.1 ,18.2 ,4.6 ,27.2 ,1935 ,2183 ,1596 ,2134 
2019-08-20,28.2 ,23.2 ,32.8 ,0.0 ,3.2 ,1.5 ,39.0 ,56.3 ,999.9 ,1009.5 ,10.5 ,21.1 ,2.6 ,30.2 ,2134 ,1935 ,2183 ,2505 
2019-08-21,27.0 ,24.4 ,30.4 ,1.3 ,3.2 ,1.2 ,49.0 ,67.3 ,998.5 ,1008.2 ,3.2 ,11.4 ,7.6 ,29.2 ,2505 ,2134 ,1935 ,2565 
2019-08-22,26.9 ,23.0 ,31.4 ,0.0 ,4.4 ,1.7 ,36.0 ,66.5 ,996.5 ,1006.2 ,10.7 ,23.2 ,6.3 ,31.5 ,2565 ,2505 ,2134 ,2679 
2019-08-23,26.2 ,22.7 ,30.5 ,0.0 ,4.4 ,2.1 ,28.0 ,58.4 ,998.4 ,1008.1 ,12.0 ,23.8 ,4.4 ,31.7 ,2679 ,2565 ,2505 ,3312 
2019-08-24,24.1 ,21.5 ,27.3 ,0.0 ,3.5 ,1.5 ,46.0 ,60.9 ,1000.6 ,1010.4 ,3.0 ,8.3 ,5.5 ,26.7 ,3312 ,2679 ,2565 ,3226 
2019-08-25,25.0 ,20.2 ,29.9 ,0.0 ,4.0 ,1.5 ,43.0 ,66.6 ,1002.8 ,1012.6 ,9.9 ,17.9 ,3.4 ,30.9 ,3226 ,3312 ,2679 ,2481 
2019-08-26,26.4 ,21.5 ,32.1 ,0.0 ,4.0 ,1.2 ,34.0 ,63.8 ,1002.0 ,1011.7 ,9.2 ,18.4 ,6.4 ,31.5 ,2481 ,3226 ,3312 ,2651 
2019-08-27,25.7 ,22.2 ,29.3 ,20.0 ,2.5 ,1.0 ,44.0 ,71.1 ,997.7 ,1007.4 ,5.6 ,13.2 ,8.1 ,26.4 ,2651 ,2481 ,3226 ,2835 
2019-08-30,22.6 ,19.5 ,27.0 ,0.2 ,5.0 ,2.4 ,42.0 ,66.3 ,998.8 ,1008.6 ,8.8 ,17.8 ,5.3 ,24.1 ,2911 ,2604 ,2835 ,2591 
2019-08-31,23.5 ,18.5 ,28.9 ,0.0 ,4.7 ,1.9 ,38.0 ,65.0 ,1003.4 ,1013.2 ,12.1 ,21.1 ,2.3 ,25.0 ,2591 ,2911 ,2604 ,2559 
2019-09-01,23.7 ,19.2 ,27.8 ,0.0 ,2.9 ,1.4 ,37.0 ,64.0 ,1006.8 ,1016.7 ,6.9 ,15.2 ,6.1 ,23.8 ,2559 ,2591 ,2911 ,2352 
2019-09-02,24.4 ,19.4 ,29.7 ,0.0 ,3.5 ,1.6 ,34.0 ,56.6 ,1006.5 ,1016.3 ,7.4 ,16.9 ,6.1 ,24.8 ,2352 ,2559 ,2591 ,2506 
2019-09-03,24.1 ,22.0 ,28.0 ,0.0 ,3.8 ,2.3 ,50.0 ,67.6 ,1005.3 ,1015.1 ,2.9 ,11.6 ,8.5 ,26.3 ,2506 ,2352 ,2559 ,2742 
2019-09-04,22.8 ,21.2 ,25.5 ,22.7 ,4.5 ,2.5 ,73.0 ,89.0 ,1003.1 ,1012.9 ,1.1 ,5.7 ,9.3 ,23.5 ,2742 ,2506 ,2352 ,2564 
2019-09-05,23.0 ,21.5 ,27.6 ,36.4 ,5.0 ,2.0 ,66.0 ,91.4 ,1001.9 ,1011.7 ,1.5 ,6.1 ,9.0 ,23.7 ,2564 ,2742 ,2506 ,2900 
2019-09-06,25.3 ,21.6 ,29.1 ,2.4 ,3.4 ,2.1 ,63.0 ,79.8 ,999.2 ,1008.9 ,0.4 ,9.3 ,10.0 ,25.5 ,2900 ,2564 ,2742 ,2914 
2019-09-07,25.7 ,22.6 ,29.5 ,2.8 ,11.8 ,6.0 ,58.0 ,72.9 ,987.7 ,997.3 ,0.0 ,3.0 ,10.0 ,24.1 ,2914 ,2900 ,2564 ,3141 
2019-09-08,24.7 ,22.9 ,27.3 ,0.0 ,4.8 ,1.9 ,62.0 ,76.9 ,998.3 ,1008.0 ,1.4 ,9.3 ,9.3 ,25.1 ,3141 ,2914 ,2900 ,3008 
2019-09-09,25.1 ,22.4 ,28.0 ,0.0 ,3.6 ,1.7 ,55.0 ,74.3 ,1000.6 ,1010.4 ,2.0 ,10.0 ,9.3 ,25.2 ,3008 ,3141 ,2914 ,3361 
2019-09-10,23.8 ,22.1 ,26.5 ,63.2 ,4.0 ,2.4 ,73.0 ,93.4 ,1001.7 ,1011.5 ,1.0 ,5.7 ,9.8 ,24.4 ,3361 ,3008 ,3141 ,3310 
2019-09-11,24.3 ,20.4 ,28.7 ,7.6 ,4.7 ,3.1 ,54.0 ,71.4 ,1004.6 ,1014.4 ,6.9 ,16.6 ,7.9 ,24.9 ,3310 ,3361 ,3008 ,2797 
2019-09-12,21.0 ,18.7 ,22.9 ,3.9 ,4.8 ,2.6 ,56.0 ,72.3 ,1006.6 ,1016.6 ,0.0 ,4.1 ,9.8 ,21.9 ,2797 ,3310 ,3361 ,2580 
2019-09-13,23.3 ,18.3 ,29.3 ,0.1 ,3.5 ,1.7 ,34.0 ,60.4 ,1003.6 ,1013.5 ,10.9 ,21.4 ,4.3 ,24.4 ,2580 ,2797 ,3310 ,2518 
2019-09-14,22.4 ,20.8 ,24.1 ,0.3 ,2.9 ,1.2 ,61.0 ,80.0 ,1001.6 ,1011.4 ,0.2 ,3.3 ,8.8 ,22.9 ,2518 ,2580 ,2797 ,3337 
2019-09-15,24.2 ,19.5 ,30.0 ,0.0 ,4.1 ,1.7 ,40.0 ,70.4 ,1000.8 ,1010.6 ,10.6 ,18.2 ,5.5 ,25.2 ,3337 ,2518 ,2580 ,2530 
2019-09-16,24.5 ,20.7 ,30.5 ,0.0 ,4.5 ,2.1 ,28.0 ,53.0 ,1001.0 ,1010.8 ,9.4 ,19.9 ,3.6 ,27.4 ,2530 ,3337 ,2518 ,3592 
2019-09-17,23.5 ,18.0 ,29.0 ,0.0 ,4.4 ,2.1 ,24.0 ,41.6 ,1004.7 ,1014.5 ,10.6 ,20.0 ,6.4 ,25.4 ,3592 ,2530 ,3337 ,3865 
2019-09-18,21.0 ,16.0 ,25.4 ,0.0 ,4.9 ,3.1 ,27.0 ,46.0 ,1006.7 ,1016.6 ,11.7 ,21.9 ,1.1 ,25.4 ,3865 ,3592 ,2530 ,3058 
2019-09-19,19.5 ,13.6 ,26.0 ,0.0 ,4.3 ,1.9 ,32.0 ,46.5 ,1008.2 ,1018.2 ,10.2 ,19.8 ,3.5 ,23.3 ,3058 ,3865 ,3592 ,2935 
2019-09-20,19.6 ,15.8 ,24.2 ,0.0 ,3.5 ,2.1 ,39.0 ,52.8 ,1007.5 ,1017.5 ,1.3 ,8.6 ,9.4 ,21.5 ,2935 ,3058 ,3865 ,2534 
2019-09-21,19.6 ,18.3 ,22.1 ,0.0 ,3.7 ,2.0 ,48.0 ,60.3 ,1009.1 ,1019.1 ,0.0 ,4.4 ,9.6 ,20.8 ,2534 ,2935 ,3058 ,2677 
2019-09-22,18.6 ,17.3 ,19.6 ,0.4 ,6.4 ,3.8 ,54.0 ,63.4 ,1003.2 ,1013.1 ,0.0 ,3.2 ,9.4 ,18.5 ,2677 ,2534 ,2935 ,2193 
2019-09-23,20.0 ,16.9 ,24.6 ,0.0 ,5.0 ,2.2 ,33.0 ,51.1 ,1004.4 ,1014.3 ,9.0 ,16.9 ,3.1 ,20.2 ,2193 ,2677 ,2534 ,2704 
2019-09-24,19.8 ,13.9 ,26.5 ,0.0 ,3.5 ,1.8 ,31.0 ,61.3 ,1008.6 ,1018.6 ,11.4 ,20.2 ,0.0 ,23.0 ,2704 ,2193 ,2677 ,2283 
2019-09-25,20.9 ,14.8 ,27.4 ,0.0 ,3.0 ,1.4 ,34.0 ,64.4 ,1011.7 ,1021.7 ,8.8 ,16.4 ,5.9 ,23.4 ,2283 ,2704 ,2193 ,2344 
2019-09-26,22.9 ,17.7 ,29.0 ,0.0 ,3.3 ,1.9 ,31.0 ,59.3 ,1013.6 ,1023.5 ,8.1 ,15.5 ,8.4 ,25.1 ,2344 ,2283 ,2704 ,2392 
2019-09-27,22.9 ,19.6 ,27.0 ,0.0 ,3.1 ,1.9 ,35.0 ,57.5 ,1012.1 ,1022.0 ,3.5 ,10.4 ,8.6 ,24.4 ,2392 ,2344 ,2283 ,2521 
2019-09-28,23.7 ,19.4 ,29.2 ,0.0 ,3.3 ,1.7 ,35.0 ,58.9 ,1008.1 ,1018.0 ,10.1 ,16.0 ,3.8 ,25.8 ,2521 ,2392 ,2344 ,2393 
2019-09-29,22.6 ,17.9 ,28.6 ,0.0 ,4.0 ,1.7 ,28.0 ,60.6 ,1006.7 ,1016.6 ,11.1 ,18.8 ,0.3 ,24.7 ,2393 ,2521 ,2392 ,2592 
2019-09-30,22.4 ,16.4 ,29.9 ,0.0 ,3.4 ,1.6 ,29.0 ,61.0 ,1006.8 ,1016.7 ,10.5 ,18.4 ,0.0 ,24.3 ,2592 ,2393 ,2521 ,2631 
2019-10-01,23.1 ,17.6 ,28.2 ,0.0 ,4.4 ,1.8 ,46.0 ,67.1 ,1007.9 ,1017.8 ,7.5 ,13.1 ,6.8 ,24.5 ,2631 ,2592 ,2393 ,2569 
2019-10-02,21.6 ,20.0 ,24.2 ,23.1 ,5.5 ,3.0 ,66.0 ,88.0 ,1001.7 ,1011.5 ,0.0 ,3.4 ,9.9 ,22.2 ,2569 ,2631 ,2592 ,2493 
2019-10-03,22.4 ,19.8 ,27.3 ,4.6 ,4.9 ,2.8 ,45.0 ,73.4 ,996.4 ,1006.2 ,6.0 ,10.1 ,6.3 ,22.6 ,2493 ,2569 ,2631 ,2445 
2019-10-04,22.4 ,18.0 ,27.8 ,0.0 ,3.9 ,2.1 ,50.0 ,71.5 ,1002.4 ,1012.3 ,9.9 ,16.2 ,3.6 ,22.9 ,2445 ,2493 ,2569 ,2503 
2019-10-05,18.7 ,14.7 ,21.9 ,0.6 ,4.6 ,2.9 ,59.0 ,72.6 ,1006.1 ,1016.1 ,2.3 ,8.2 ,7.0 ,20.8 ,2503 ,2445 ,2493 ,3150 
2019-10-06,18.1 ,13.2 ,22.7 ,0.0 ,4.8 ,2.9 ,38.0 ,53.4 ,1012.3 ,1022.4 ,9.4 ,16.2 ,6.1 ,19.1 ,3150 ,2503 ,2445 ,2136 
2019-10-07,14.8 ,13.3 ,17.9 ,25.4 ,3.6 ,1.8 ,58.0 ,92.0 ,1007.9 ,1018.1 ,0.0 ,1.5 ,9.5 ,16.7 ,2136 ,3150 ,2503 ,2471 
2019-10-08,14.7 ,10.6 ,19.8 ,0.0 ,6.2 ,2.6 ,26.0 ,58.8 ,1008.2 ,1018.4 ,10.3 ,16.8 ,2.6 ,16.7 ,2471 ,2136 ,3150 ,731 
2019-10-09,13.6 ,7.7 ,20.4 ,0.0 ,3.8 ,1.7 ,23.0 ,48.3 ,1009.5 ,1019.7 ,10.6 ,17.4 ,1.9 ,14.1 ,731 ,2471 ,2136 ,847 
2019-10-10,15.2 ,10.7 ,19.8 ,0.0 ,2.8 ,1.3 ,39.0 ,60.9 ,1006.3 ,1016.5 ,1.1 ,8.1 ,9.0 ,16.0 ,847 ,731 ,2471 ,861 
2019-10-11,18.8 ,13.0 ,26.1 ,0.0 ,4.9 ,1.9 ,30.0 ,60.0 ,1005.2 ,1015.2 ,10.3 ,16.4 ,0.9 ,18.4 ,861 ,847 ,731 ,1111 
2019-10-12,17.9 ,13.3 ,23.3 ,0.0 ,6.7 ,3.5 ,34.0 ,49.3 ,1008.0 ,1018.1 ,10.5 ,17.4 ,0.6 ,18.2 ,1111 ,861 ,847 ,1872 
2019-10-13,17.2 ,12.1 ,23.8 ,0.0 ,4.1 ,1.9 ,32.0 ,52.6 ,1012.2 ,1022.4 ,10.6 ,16.5 ,2.1 ,17.8 ,1872 ,1111 ,861 ,1573 
2019-10-14,14.4 ,9.5 ,19.6 ,0.0 ,5.1 ,2.5 ,33.0 ,56.9 ,1014.8 ,1025.1 ,10.1 ,14.5 ,1.9 ,17.1 ,1573 ,1872 ,1111 ,1135 
2019-10-15,14.5 ,8.8 ,20.4 ,0.0 ,4.3 ,1.6 ,38.0 ,55.6 ,1017.6 ,1027.9 ,7.7 ,14.1 ,3.0 ,14.5 ,1135 ,1573 ,1872 ,609 
2019-10-16,14.6 ,9.0 ,20.8 ,0.0 ,3.6 ,1.6 ,32.0 ,58.3 ,1016.0 ,1026.3 ,9.8 ,15.6 ,5.3 ,16.3 ,609 ,1135 ,1573 ,624 
2019-10-17,15.4 ,11.2 ,21.6 ,0.0 ,3.5 ,1.7 ,31.0 ,56.0 ,1014.1 ,1024.3 ,7.4 ,12.0 ,4.8 ,17.2 ,624 ,609 ,1135 ,874 
2019-10-18,17.0 ,12.0 ,22.7 ,0.0 ,4.3 ,2.4 ,43.0 ,58.3 ,1011.9 ,1022.0 ,8.0 ,12.1 ,7.1 ,17.4 ,874 ,624 ,609 ,707 
2019-10-19,17.0 ,12.1 ,23.1 ,0.0 ,3.7 ,1.8 ,38.0 ,63.8 ,1010.4 ,1020.5 ,10.2 ,15.2 ,0.8 ,17.5 ,707 ,874 ,624 ,1244 
2019-10-20,16.5 ,12.0 ,22.9 ,0.0 ,3.0 ,1.3 ,38.0 ,70.3 ,1011.4 ,1021.6 ,9.3 ,14.7 ,0.6 ,18.1 ,1244 ,707 ,874 ,896 
2019-10-21,17.1 ,10.9 ,24.6 ,0.0 ,2.4 ,1.0 ,28.0 ,61.0 ,1008.5 ,1018.6 ,9.6 ,14.4 ,2.1 ,15.9 ,896 ,1244 ,707 ,901 
2019-10-22,18.1 ,13.3 ,24.4 ,0.0 ,3.3 ,1.6 ,35.0 ,56.1 ,1007.5 ,1017.6 ,9.1 ,13.7 ,4.4 ,18.3 ,901 ,896 ,1244 ,936 
2019-10-23,17.0 ,14.3 ,20.7 ,0.0 ,4.4 ,2.4 ,42.0 ,57.3 ,1008.9 ,1019.0 ,0.7 ,8.1 ,8.0 ,17.3 ,936 ,901 ,896 ,1004 
2019-10-24,18.3 ,15.3 ,23.8 ,0.0 ,5.1 ,2.7 ,33.0 ,47.6 ,1009.1 ,1019.2 ,6.6 ,11.6 ,4.5 ,19.4 ,1004 ,936 ,901 ,1125 
2019-10-25,16.7 ,13.1 ,22.0 ,0.0 ,5.6 ,2.4 ,34.0 ,58.0 ,1007.4 ,1017.5 ,7.1 ,12.3 ,6.6 ,17.2 ,1125 ,1004 ,936 ,1276 
2019-10-26,10.0 ,6.6 ,14.9 ,0.0 ,5.2 ,2.5 ,39.0 ,60.0 ,1008.5 ,1018.9 ,8.7 ,13.1 ,2.3 ,12.6 ,1276 ,1125 ,1004 ,725 
2019-10-27,11.0 ,4.7 ,17.4 ,0.0 ,4.2 ,1.6 ,34.0 ,59.0 ,1009.1 ,1019.4 ,9.8 ,14.5 ,0.9 ,12.0 ,725 ,1276 ,1125 ,181 
2019-10-28,12.9 ,7.4 ,17.7 ,1.7 ,4.7 ,2.5 ,39.0 ,65.9 ,1005.3 ,1015.5 ,7.3 ,11.6 ,5.6 ,13.0 ,181 ,725 ,1276 ,266 
2019-10-29,12.5 ,8.2 ,17.6 ,0.1 ,5.2 ,2.3 ,32.0 ,61.0 ,1005.5 ,1015.7 ,9.0 ,12.4 ,1.6 ,12.4 ,266 ,181 ,725 ,439 
2019-10-30,11.2 ,5.0 ,17.7 ,0.0 ,3.8 ,1.6 ,37.0 ,60.3 ,1011.1 ,1021.5 ,9.6 ,14.1 ,0.3 ,11.2 ,439 ,266 ,181 ,206 
2019-10-31,14.8 ,8.4 ,19.7 ,0.0 ,5.2 ,2.3 ,55.0 ,73.8 ,1010.1 ,1020.3 ,8.0 ,10.3 ,4.6 ,14.2 ,206 ,439 ,266 ,185 
2020-05-04,20.2 ,14.8 ,25.3 ,0.0 ,4.6 ,2.7 ,44.0 ,63.9 ,998.1 ,1008.0 ,10.1 ,25.4 ,3.4 ,28.9 ,896 ,861 ,842 ,1304 
2020-05-05,16.0 ,13.1 ,19.3 ,0.0 ,5.3 ,1.9 ,54.0 ,67.9 ,1001.5 ,1011.6 ,3.3 ,9.4 ,5.4 ,17.1 ,1304 ,896 ,861 ,1090 
2020-05-06,19.4 ,11.1 ,27.6 ,0.0 ,4.4 ,2.1 ,19.0 ,50.0 ,1003.7 ,1013.7 ,12.8 ,28.5 ,1.8 ,26.5 ,1090 ,1304 ,896 ,902 
2020-05-07,20.7 ,14.9 ,26.5 ,0.0 ,4.3 ,2.5 ,20.0 ,32.5 ,1007.1 ,1017.1 ,8.7 ,23.9 ,6.8 ,25.7 ,902 ,1090 ,1304 ,1367 
2020-05-08,19.9 ,14.3 ,27.3 ,2.3 ,4.5 ,2.4 ,11.0 ,32.8 ,1004.4 ,1014.4 ,7.5 ,23.3 ,7.4 ,27.3 ,1367 ,902 ,1090 ,1552 
2020-05-09,14.2 ,12.7 ,16.8 ,24.4 ,5.9 ,3.6 ,76.0 ,94.4 ,994.8 ,1004.9 ,0.0 ,3.0 ,10.0 ,15.1 ,1552 ,1367 ,902 ,831 
2020-05-10,14.4 ,12.8 ,16.6 ,1.3 ,4.1 ,2.5 ,78.0 ,88.6 ,997.0 ,1007.1 ,0.4 ,6.8 ,9.0 ,15.7 ,831 ,1552 ,1367 ,785 
2020-05-11,16.5 ,12.4 ,22.0 ,3.4 ,5.6 ,3.0 ,27.0 ,61.0 ,997.7 ,1007.8 ,7.2 ,23.0 ,8.1 ,20.2 ,785 ,831 ,1552 ,1176 
2020-05-12,14.3 ,10.5 ,18.9 ,0.7 ,5.4 ,2.9 ,47.0 ,69.4 ,995.1 ,1005.2 ,5.0 ,13.6 ,3.3 ,17.6 ,1176 ,785 ,831 ,1625 
2020-05-13,16.1 ,10.2 ,21.8 ,0.0 ,6.5 ,2.8 ,24.0 ,47.3 ,1005.1 ,1015.3 ,13.0 ,29.7 ,0.6 ,20.5 ,1625 ,1176 ,785 ,1328 
2020-05-14,19.3 ,12.4 ,25.4 ,0.0 ,4.3 ,2.0 ,20.0 ,35.4 ,1006.0 ,1016.0 ,6.6 ,20.6 ,8.3 ,21.8 ,1328 ,1625 ,1176 ,1656 
2020-05-15,16.1 ,14.1 ,20.2 ,12.0 ,5.3 ,3.0 ,34.0 ,81.4 ,998.8 ,1008.8 ,0.0 ,3.4 ,10.0 ,15.9 ,1656 ,1328 ,1625 ,1813 
2020-05-16,16.7 ,15.0 ,20.3 ,2.5 ,3.3 ,1.6 ,74.0 ,90.3 ,996.6 ,1006.7 ,0.6 ,7.6 ,9.5 ,18.3 ,1813 ,1656 ,1328 ,979 
2020-05-17,19.1 ,14.6 ,24.9 ,0.0 ,4.3 ,1.7 ,58.0 ,80.1 ,995.3 ,1005.2 ,3.9 ,15.3 ,7.1 ,21.2 ,979 ,1813 ,1656 ,1434 
2020-05-18,19.1 ,13.2 ,26.8 ,29.8 ,7.2 ,2.4 ,46.0 ,79.4 ,988.4 ,998.2 ,3.2 ,14.1 ,8.5 ,21.6 ,1434 ,979 ,1813 ,1952 
2020-05-19,13.0 ,10.1 ,17.1 ,19.0 ,7.2 ,3.2 ,52.0 ,73.6 ,990.7 ,1000.8 ,3.0 ,15.3 ,7.6 ,16.1 ,1952 ,1434 ,979 ,1338 
2020-05-20,14.4 ,9.2 ,20.1 ,0.0 ,3.0 ,1.9 ,46.0 ,60.4 ,1001.7 ,1011.8 ,4.5 ,20.9 ,6.0 ,17.3 ,1338 ,1952 ,1434 ,1010 
2020-05-21,17.4 ,10.9 ,22.9 ,0.0 ,3.3 ,2.1 ,40.0 ,56.1 ,1004.4 ,1014.5 ,9.4 ,24.4 ,4.8 ,20.5 ,1010 ,1338 ,1952 ,1540 
2020-05-22,18.5 ,14.8 ,22.7 ,0.0 ,4.9 ,1.9 ,55.0 ,68.5 ,1002.7 ,1012.7 ,0.7 ,13.1 ,8.6 ,20.0 ,1540 ,1010 ,1338 ,1890 
2020-05-23,20.1 ,16.6 ,25.0 ,0.0 ,4.7 ,2.2 ,44.0 ,66.1 ,1001.1 ,1011.0 ,6.8 ,23.2 ,7.4 ,23.3 ,1890 ,1540 ,1010 ,1976 
2020-05-24,17.1 ,14.3 ,20.2 ,14.5 ,6.5 ,2.9 ,70.0 ,84.8 ,999.6 ,1009.6 ,1.1 ,10.6 ,8.4 ,19.0 ,1976 ,1890 ,1540 ,2141 
2020-05-25,16.6 ,13.7 ,21.3 ,0.0 ,3.8 ,2.1 ,62.0 ,81.0 ,1002.3 ,1012.3 ,2.5 ,16.9 ,8.1 ,20.3 ,2141 ,1976 ,1890 ,1874 
2020-05-26,16.2 ,12.7 ,22.9 ,1.5 ,5.4 ,2.1 ,47.0 ,81.9 ,999.4 ,1009.5 ,4.8 ,18.5 ,7.8 ,19.2 ,1874 ,2141 ,1976 ,2200 
2020-05-27,17.4 ,11.8 ,23.9 ,0.0 ,5.9 ,2.6 ,31.0 ,68.5 ,999.3 ,1009.3 ,13.2 ,30.1 ,1.5 ,21.4 ,2200 ,1874 ,2141 ,2126 
2020-05-28,18.7 ,14.2 ,23.4 ,0.0 ,3.9 ,1.9 ,38.0 ,62.8 ,999.6 ,1009.6 ,8.4 ,22.8 ,3.9 ,20.5 ,2126 ,2200 ,1874 ,2571 
2020-05-29,20.7 ,14.6 ,27.6 ,0.0 ,4.1 ,2.0 ,38.0 ,65.6 ,1004.9 ,1014.8 ,12.7 ,28.1 ,1.3 ,24.3 ,2571 ,2126 ,2200 ,3024 
